,name,country,sport,g_medal,s_medal,b_medal
548,julio la cruz,,,0,0,1
549,thomas daley,GBR,Diving,1,0,0
550,draymond green,USA,Basketball,1,0,0
551,ruggero tita,ITA,Sailing,1,0,0
552,gabrielle carle,CAN,Football,1,0,0
553,martin sinkovic,CRO,Rowing,1,0,0
554,jessica morrison,AUS,Rowing,1,0,0
555,andrea proske,CAN,Rowing,1,0,0
556,estelle nze-minko,FRA,Handball,1,0,0
557,xin xu,CHN,Table Tennis,1,0,0
558,amber english,USA,Shooting,1,0,0
559,asaeli tuivuaka,FIJ,Rugby Sevens,1,0,0
560,brooks curry,USA,Swimming,1,0,0
561,isabell werth,GER,Equestrian,1,0,0
562,yukiko ueno,JPN,Baseball/Softball,1,0,0
563,semi radradra,FIJ,Rugby Sevens,1,0,0
564,xan de waard,NED,Hockey,1,0,0
565,florent van aubel,BEL,Hockey,1,0,0
566,laura traets,BUL,Rhythmic Gymnastics,1,0,0
567,jacquelyn young,USA,3x3 Basketball,1,0,0
568,freeke moes,NED,Hockey,1,0,0
569,allison pineau,,,0,0,1
570,arthur van doren,BEL,Hockey,1,0,0
571,nichelle prince,CAN,Football,1,0,0
572,gayle broughton,NZL,Rugby Sevens,1,0,0
573,dika mem,FRA,Handball,1,0,0
574,max whitlock,GBR,Artistic Gymnastics,1,0,0
575,irina embrich,EST,Fencing,1,0,0
576,filip filipovic,SRB,Water Polo,1,0,0
577,agnis cavars,LAT,3x3 Basketball,1,0,0
578,anita wlodarczyk,POL,Athletics,1,0,0
579,eseosa desalu,ITA,Athletics,1,0,0
580,jerami grant,USA,Basketball,1,0,0
581,kalione nasoko,FIJ,Rugby Sevens,1,0,0
582,long ma,CHN,Table Tennis,1,0,0
583,long ma,CHN,Table Tennis,1,0,0
584,polina komar,ROC,Artistic Swimming,1,0,0
585,duncan scott,GBR,Swimming,1,0,0
586,mieke kroger,GER,Cycling Track,1,0,0
587,zhendong fan,CHN,Table Tennis,1,0,0
588,caterina banti,ITA,Sailing,1,0,0
589,alexandra patskevich,ROC,Artistic Swimming,1,0,0
590,mariya lasitskene,ROC,Athletics,1,0,0
591,andy cruz,CUB,Boxing,1,0,0
592,julia krajewski,GER,Equestrian,1,0,0
593,nino,BRA,Football,1,0,0
594,filippo ganna,ITA,Cycling Track,1,0,0
595,evgeny rylov,ROC,Swimming,1,0,0
596,evgeny rylov,ROC,Swimming,1,0,0
597,rachel fattal,USA,Water Polo,1,0,0
598,ryoya kurihara,JPN,Baseball/Softball,1,0,0
599,portia woodman,NZL,Rugby Sevens,1,0,0
600,ruby tui,NZL,Rugby Sevens,1,0,0
601,jordan thompson,USA,Volleyball,1,0,0
602,matty lee,GBR,Diving,1,0,0
603,augustin jean j meurmans,BEL,Hockey,1,0,0
604,belinda bencic,SUI,Tennis,1,0,0
605,masato morishita,JPN,Baseball/Softball,1,0,0
606,danuta kozak,HUN,Canoe Sprint,1,0,0
607,izaac stubblety-cook,AUS,Swimming,1,0,0
608,martine grael,BRA,Sailing,1,0,0
609,gabriel martinelli,BRA,Football,1,0,0
610,stephanie labbe,CAN,Football,1,0,0
611,romain lagarde,FRA,Handball,1,0,0
612,max lemke,GER,Canoe Sprint,1,0,0
613,lasha bekauri,GEO,Judo,1,0,0
614,eri yamada,JPN,Baseball/Softball,1,0,0
615,tom mcewen,GBR,Equestrian,1,0,0
616,lidewij welten,NED,Hockey,1,0,0
617,chelsea gray,USA,Basketball,1,0,0
618,katrina lehis,EST,Fencing,1,0,0
619,yu yamamoto,JPN,Baseball/Softball,1,0,0
620,spencer turrin,AUS,Rowing,1,0,0
621,luc abalo,FRA,Handball,1,0,0
622,chi-lin wang,TPE,Badminton,1,0,0
623,kailen sheridan,CAN,Football,1,0,0
624,peres jepchirchir,KEN,Athletics,1,0,0
625,selemon barega,ETH,Athletics,1,0,0
626,felix denayer,BEL,Hockey,1,0,0
627,luis alberto orta sanchez,CUB,Wrestling,1,0,0
628,emma mckeon,AUS,Swimming,1,0,0
629,emma mckeon,AUS,Swimming,1,0,0
630,emma mckeon,AUS,Swimming,1,0,0
631,emma mckeon,AUS,Swimming,1,0,0
632,alberto fernandez,ESP,Shooting,1,0,0
633,allysha chapman,CAN,Football,1,0,0
634,tamas lorincz,HUN,Wrestling,1,0,0
635,dawid tomala,POL,Athletics,1,0,0
636,aaron wolf,JPN,Judo,1,0,0
637,sandra sanchez jaime,ESP,Karate,1,0,0
638,aron szilagyi,HUN,Fencing,1,0,0
639,madison wilson,AUS,Swimming,1,0,0
640,sanguk oh,KOR,Fencing,1,0,0
641,teddy riner,FRA,Judo,1,0,0
642,hugo boucheron,FRA,Rowing,1,0,0
643,ka long cheung,HKG,Fencing,1,0,0
644,tone wieten,NED,Rowing,1,0,0
645,yudai ohno,JPN,Baseball/Softball,1,0,0
646,amanda longan,USA,Water Polo,1,0,0
647,seiya suzuki,JPN,Baseball/Softball,1,0,0
648,paige hauschild,USA,Water Polo,1,0,0
649,cedric charlier,BEL,Hockey,1,0,0
650,albert batyrgaziev,ROC,Boxing,1,0,0
651,phillip wilson,NZL,Rowing,1,0,0
652,jessie fleming,CAN,Football,1,0,0
653,minhee jang,KOR,Archery,1,0,0
654,jin hyek oh,KOR,Archery,1,0,0
655,annemiek van vleuten,NED,Cycling Road,1,0,0
656,mollie o'callaghan,AUS,Swimming,1,0,0
657,mollie o'callaghan,AUS,Swimming,1,0,0
658,kathleen dawson,GBR,Swimming,1,0,0
659,freya anderson,GBR,Swimming,1,0,0
660,sena irie,JPN,Boxing,1,0,0
661,beatrice edwige,FRA,Handball,1,0,0
662,shaunae miller-uibo,BAH,Athletics,1,0,0
663,brenno,BRA,Football,1,0,0
664,javale mcgee,USA,Basketball,1,0,0
665,risako kawai,JPN,Wrestling,1,0,0
666,bam adebayo,USA,Basketball,1,0,0
667,malgorzata holub,POL,Athletics,1,0,0
668,kelsey robinson,USA,Volleyball,1,0,0
669,franziska brausse,GER,Cycling Track,1,0,0
670,eilidh mcintyre,GBR,Sailing,1,0,0
671,briana williams,JAM,Athletics,1,0,0
672,fintan mc carthy,IRL,Rowing,1,0,0
673,jean quiquampoix,FRA,Shooting,1,0,0
674,wojciech nowicki,POL,Athletics,1,0,0
675,alena saili,NZL,Rugby Sevens,1,0,0
676,calum jarvis,GBR,Swimming,1,0,0
677,gabriel menino,BRA,Football,1,0,0
678,keegan palmer,AUS,Skateboarding,1,0,0
679,oceane sercien ugolin,FRA,Handball,1,0,0
680,axel clerget,FRA,Judo,1,0,0
681,daryl bultor,FRA,Volleyball,1,0,0
682,jennifer valente,USA,Cycling Track,1,0,0
683,michael brake,NZL,Rowing,1,0,0
684,allyson felix,USA,Athletics,1,0,0
685,masahiro tanaka,JPN,Baseball/Softball,1,0,0
686,madlen radukanova,BUL,Rhythmic Gymnastics,1,0,0
687,anastasija zolotic,USA,Taekwondo,1,0,0
688,madeline musselman,USA,Water Polo,1,0,0
689,margaret mac neil,CAN,Swimming,1,0,0
690,madison mailey,CAN,Rowing,1,0,0
691,nafissatou thiam,BEL,Athletics,1,0,0
692,devin booker,USA,Basketball,1,0,0
693,alexander hill,AUS,Rowing,1,0,0
694,mohammadreza geraei,IRI,Wrestling,1,0,0
695,jovana prekovic,SRB,Karate,1,0,0
696,harrie lavreysen,NED,Cycling Track,1,0,0
697,harrie lavreysen,NED,Cycling Track,1,0,0
698,tom dean,GBR,Swimming,1,0,0
699,tom dean,GBR,Swimming,1,0,0
700,nevin harrison,USA,Canoe Sprint,1,0,0
701,jrue holiday,USA,Basketball,1,0,0
702,valentina rodini,ITA,Rowing,1,0,0
703,zhiyong shi,CHN,Weightlifting,1,0,0
704,sam bosworth,NZL,Rowing,1,0,0
705,will ryan,AUS,Sailing,1,0,0
706,shohei ono,JPN,Judo,1,0,0
707,lisa klein,GER,Cycling Track,1,0,0
708,abner,BRA,Football,1,0,0
709,paulinho,BRA,Football,1,0,0
710,frederique matla,NED,Hockey,1,0,0
711,jamie neushul,USA,Water Polo,1,0,0
712,ashleigh johnson,USA,Water Polo,1,0,0
713,kate french,GBR,Modern Pentathlon,1,0,0
714,michael cherry,USA,Athletics,1,0,0
715,anna hopkin,GBR,Swimming,1,0,0
716,flora duffy,BER,Triathlon,1,0,0
717,jean van der westhuyzen,AUS,Canoe Sprint,1,0,0
718,edgars krumins,LAT,3x3 Basketball,1,0,0
719,feryal abdelaziz,EGY,Karate,1,0,0
720,makenzie fischer,USA,Water Polo,1,0,0
721,chelsea hodges,AUS,Swimming,1,0,0
722,liliia akhaimova,ROC,Artistic Gymnastics,1,0,0
723,bethany shriever,GBR,Cycling BMX Racing,1,0,0
724,han wang,CHN,Diving,1,0,0
725,andrew wilson,USA,Swimming,1,0,0
726,melissa seidemann,USA,Water Polo,1,0,0
727,ryoji kuribayashi,JPN,Baseball/Softball,1,0,0
728,barbora krejcikova,CZE,Tennis,1,0,0
729,meng chen,CHN,Table Tennis,1,0,0
730,meng chen,CHN,Table Tennis,1,0,0
731,junho kim,KOR,Fencing,1,0,0
732,shelly-ann fraser-pryce,JAM,Athletics,1,0,0
733,reinier,BRA,Football,1,0,0
734,evelyne viens,CAN,Football,1,0,0
735,tom liebscher,GER,Canoe Sprint,1,0,0
736,romain cannone,FRA,Fencing,1,0,0
737,clarisse agbegnenou,FRA,Judo,1,0,0
738,clarisse agbegnenou,FRA,Judo,1,0,0
739,daniel williamson,NZL,Rowing,1,0,0
740,meg harris,AUS,Swimming,1,0,0
741,melvyn richardson,FRA,Handball,1,0,0
742,kaleigh gilchrist,USA,Water Polo,1,0,0
743,shaun kirkham,NZL,Rowing,1,0,0
744,sava randelovic,SRB,Water Polo,1,0,0
745,svetlana romashina,ROC,Artistic Swimming,1,0,0
746,svetlana romashina,ROC,Artistic Swimming,1,0,0
747,takuto otoguro,JPN,Wrestling,1,0,0
748,san an,KOR,Archery,1,0,0
749,san an,KOR,Archery,1,0,0
750,san an,KOR,Archery,1,0,0
751,keldon johnson,USA,Basketball,1,0,0
752,zaurbek sidakov,ROC,Wrestling,1,0,0
753,kelly brazier,NZL,Rugby Sevens,1,0,0
754,je deok kim,KOR,Archery,1,0,0
755,je deok kim,KOR,Archery,1,0,0
756,denis ablyazin,ROC,Artistic Gymnastics,1,0,0
757,wadeline jonathas,USA,Athletics,1,0,0
758,javad foroughi,IRI,Shooting,1,0,0
759,cleopatre darleux,FRA,Handball,1,0,0
760,fares ibrahim e. h. elbakh,QAT,Weightlifting,1,0,0
761,mijain lopez nunez,CUB,Wrestling,1,0,0
762,grace prendergast,NZL,Rowing,1,0,0
763,janja garnbret,SLO,Sport Climbing,1,0,0
764,jordyn poulter,USA,Volleyball,1,0,0
765,massimo stano,ITA,Athletics,1,0,0
766,alys williams,USA,Water Polo,1,0,0
767,gauthier boccard,BEL,Hockey,1,0,0
768,simona radis,ROU,Rowing,1,0,0
769,meli derenalagi,FIJ,Rugby Sevens,1,0,0
770,sarah leonie cysique,FRA,Judo,1,0,0
771,richard carapaz,ECU,Cycling Road,1,0,0
772,loick luypaert,BEL,Hockey,1,0,0
773,lisa roman,CAN,Rowing,1,0,0
774,hannah mills,GBR,Sailing,1,0,0
775,jie dong,CHN,Swimming,1,0,0
776,musa evloev,ROC,Wrestling,1,0,0
777,benjamin toniutti,FRA,Volleyball,1,0,0
778,maude garon charron,CAN,Weightlifting,1,0,0
779,zongyuan wang,CHN,Diving,1,0,0
780,zach lavine,USA,Basketball,1,0,0
781,justyna swiety,POL,Athletics,1,0,0
782,laura asadauskaite,LTU,Modern Pentathlon,0,1,0
783,simeon woods richardson,USA,Baseball/Softball,0,1,0
784,eric filia,USA,Baseball/Softball,0,1,0
785,jenna prandini,USA,Athletics,0,1,0
786,adam varga,HUN,Canoe Sprint,0,1,0
787,blessing oborududu,NGR,Wrestling,0,1,0
788,frederik madsen,DEN,Cycling Track,0,1,0
789,joshua kiprui cheptegei,UGA,Athletics,0,1,0
790,benjamin whittaker,GBR,Boxing,0,1,0
791,anthony zambrano,COL,Athletics,0,1,0
792,karolina naja,POL,Canoe Sprint,0,1,0
793,charlotte lembach,FRA,Fencing,0,1,0
794,gergely siklosi,HUN,Fencing,0,1,0
795,alessandra perilli,SMR,Shooting,0,1,0
796,jack carlin,GBR,Cycling Track,0,1,0
797,dabin lee,KOR,Taekwondo,0,1,0
798,jack beaumont,GBR,Rowing,0,1,0
799,aisuluu tynybekova,KGZ,Wrestling,0,1,0
800,lamecha girma,ETH,Athletics,0,1,0
801,iryna kurachkina,BLR,Wrestling,0,1,0
802,junxuan yang,CHN,Swimming,0,1,0
803,stefan berariu,ROU,Rowing,0,1,0
804,sina frei,SUI,Cycling Mountain Bike,0,1,0
805,maria victoria granatto,ARG,Hockey,0,1,0
806,ngarohi mcgarvey-black,NZL,Rugby Sevens,0,1,0
807,max hoff,GER,Canoe Sprint,0,1,0
808,brigid kosgei,KEN,Athletics,0,1,0
809,jennifer abel,CAN,Diving,0,1,0
810,sunisa lee,USA,Artistic Gymnastics,0,1,0
811,vitalina batsarashkina,ROC,Shooting,0,1,0
812,ruoteng xiao,CHN,Artistic Gymnastics,0,1,0
813,long chen,CHN,Badminton,0,1,0
814,buse naz cakiroglu,TUR,Boxing,0,1,0
815,sharon van rouwendaal,NED,Marathon Swimming,0,1,0
816,rafael aghayev,AZE,Karate,0,1,0
817,lasse norman hansen,DEN,Cycling Track,0,1,0
818,siobhan bernadette haughey,HKG,Swimming,0,1,0
819,siobhan bernadette haughey,HKG,Swimming,0,1,0
820,magnus jacobsen,DEN,Handball,0,1,0
821,jack mcloughlin,AUS,Swimming,0,1,0
822,alessandro miressi,ITA,Swimming,0,1,0
823,mikhail vekovishchev,ROC,Swimming,0,1,0
824,steffen peters,USA,Equestrian,0,1,0
825,sione molia,NZL,Rugby Sevens,0,1,0
826,akira sone,JPN,Judo,0,1,0
827,josie knight,GBR,Cycling Track,0,1,0
828,viktor lorincz,HUN,Wrestling,0,1,0
829,aslan karatsev,ROC,Tennis,0,1,0
830,niklas larsen,DEN,Cycling Track,0,1,0
831,jeremy hayward,AUS,Hockey,0,1,0
832,juan miranda,ESP,Football,0,1,0
833,igor kobzar,ROC,Volleyball,0,1,0
834,sofiya velikaya,ROC,Fencing,0,1,0
835,jessica springsteen,USA,Equestrian,0,1,0
836,lingling liu,CHN,Trampoline Gymnastics,0,1,0
837,shannon izar,FRA,Rugby Sevens,0,1,0
838,katie ledecky,USA,Swimming,0,1,0
839,katie ledecky,USA,Swimming,0,1,0
840,todd frazier,USA,Baseball/Softball,0,1,0
841,maria barrionuevo,ARG,Hockey,0,1,0
842,chloe pelle,FRA,Rugby Sevens,0,1,0
843,olga fomina,ROC,Handball,0,1,0
844,anastasiia galashina,ROC,Shooting,0,1,0
845,ryan murphy,USA,Swimming,0,1,0
846,kye whyte,GBR,Cycling BMX Racing,0,1,0
847,jesper hansen,DEN,Shooting,0,1,0
848,yanning xiao,CHN,Artistic Swimming,0,1,0
849,ana maria popescu,ROU,Fencing,0,1,0
850,tamara csipes,HUN,Canoe Sprint,0,1,0
851,lilly king,USA,Swimming,0,1,0
852,lilly king,USA,Swimming,0,1,0
853,tatjana schoenmaker,RSA,Swimming,0,1,0
854,gabrielle thomas,USA,Athletics,0,1,0
855,dejan georgievski,MKD,Taekwondo,0,1,0
856,tsukasa yoshida,JPN,Judo,0,1,0
857,qing chen chen,CHN,Badminton,0,1,0
858,ymkje clevering,NED,Rowing,0,1,0
859,martin sauer,GER,Rowing,0,1,0
860,filippa angeldal,SWE,Football,0,1,0
861,hannes ocik,GER,Rowing,0,1,0
862,madelen janogy,SWE,Football,0,1,0
863,emil jakobsen,DEN,Handball,0,1,0
864,javier puado,ESP,Football,0,1,0
865,tom dumoulin,NED,Cycling Road,0,1,0
866,anita blaze,FRA,Fencing,0,1,0
867,laurits follert,GER,Rowing,0,1,0
868,natalia kaczmarek,POL,Athletics,0,1,0
869,kelvin hoefler,BRA,Skateboarding,0,1,0
870,stefan broenink,NED,Rowing,0,1,0
871,eko yuli irawan,INA,Weightlifting,0,1,0
872,daniel dhers,VEN,Cycling BMX Freestyle,0,1,0
873,luke greenbank,GBR,Swimming,0,1,0
874,dimitrios skoumpakis,GRE,Water Polo,0,1,0
875,xuechen huang,CHN,Artistic Swimming,0,1,0
876,xuechen huang,CHN,Artistic Swimming,0,1,0
877,laurence vincent-lapointe,CAN,Canoe Sprint,0,1,0
878,david robertson,USA,Baseball/Softball,0,1,0
879,rai benjamin,USA,Athletics,0,1,0
880,yuxi chen,CHN,Diving,0,1,0
881,mclain ward,USA,Equestrian,0,1,0
882,edwin jackson jr,USA,Baseball/Softball,0,1,0
883,ivan iakovlev,ROC,Volleyball,0,1,0
884,timothy cheruiyot,KEN,Athletics,0,1,0
885,peder fredricson,SWE,Equestrian,0,1,0
886,alisa tishchenko,ROC,Rhythmic Gymnastics,0,1,0
887,william warbrick,NZL,Rugby Sevens,0,1,0
888,pau torres,ESP,Football,0,1,0
889,eugenia trinchinetti,ARG,Hockey,0,1,0
890,julie leth,DEN,Cycling Track,0,1,0
891,yuan cao,CHN,Diving,0,1,0
892,shoichiro mukai,JPN,Judo,0,1,0
893,magdalena eriksson,SWE,Football,0,1,0
894,mikel oyarzabal,ESP,Football,0,1,0
895,mugurel vasile semciuc,ROU,Rowing,0,1,0
896,ally carda,USA,Baseball/Softball,0,1,0
897,janie reed,USA,Baseball/Softball,0,1,0
898,arno kamminga,NED,Swimming,0,1,0
899,arno kamminga,NED,Swimming,0,1,0
900,mima ito,JPN,Table Tennis,0,1,0
901,claire curzan,USA,Swimming,0,1,0
902,sofia toccalino,ARG,Hockey,0,1,0
903,sabine schut-kery,USA,Equestrian,0,1,0
904,guram tushishvili,GEO,Judo,0,1,0
905,parviz nasibov,UKR,Wrestling,0,1,0
906,alvaro fernandez,ESP,Football,0,1,0
907,tamara yajaira salazar arce,ECU,Weightlifting,0,1,0
908,polina guryeva,TKM,Weightlifting,0,1,0
909,alex yee,GBR,Triathlon,0,1,0
910,rachel garcia,USA,Baseball/Softball,0,1,0
911,duke ragan,USA,Boxing,0,1,0
912,joe webber,NZL,Rugby Sevens,0,1,0
913,lukas rohan,CZE,Canoe Slalom,0,1,0
914,magnus saugstrup,DEN,Handball,0,1,0
915,saleh elsharabaty,JOR,Taekwondo,0,1,0
916,marta bach pascual,ESP,Water Polo,0,1,0
917,angelos vlachopoulos,GRE,Water Polo,0,1,0
918,etene nanai-seturo,NZL,Rugby Sevens,0,1,0
919,beth ross,NZL,Rowing,0,1,0
920,brandon dickson,USA,Baseball/Softball,0,1,0
921,yuki miyazawa,JPN,Basketball,0,1,0
922,daiki hashimoto,JPN,Artistic Gymnastics,0,1,0
923,matthew walls,GBR,Cycling Track,0,1,0
924,jacob whetton,AUS,Hockey,0,1,0
925,brooke donoghue,NZL,Rowing,0,1,0
926,manon brunet,FRA,Fencing,0,1,0
927,mathias flueckiger,SUI,Cycling Mountain Bike,0,1,0
928,kayla sanchez,CAN,Swimming,0,1,0
929,blair tuke,NZL,Sailing,0,1,0
930,idalys ortiz,CUB,Judo,0,1,0
931,clara espar llaquet,ESP,Water Polo,0,1,0
932,rasmus pedersen,DEN,Cycling Track,0,1,0
933,victoria sauze valdez,ARG,Hockey,0,1,0
934,xijing tang,CHN,Artistic Gymnastics,0,1,0
935,tzu ying tai,TPE,Badminton,0,1,0
936,hao liu,CHN,Canoe Sprint,0,1,0
937,hao liu,CHN,Canoe Sprint,0,1,0
938,keyshawn davis,USA,Boxing,0,1,0
939,alexandros papanastasiou,GRE,Water Polo,0,1,0
940,pili pena,ESP,Water Polo,0,1,0
941,eivind henriksen,NOR,Athletics,0,1,0
942,tandara caixeta,BRA,Volleyball,0,1,0
943,maialen chourraut,ESP,Canoe Slalom,0,1,0
944,lydia jacoby,USA,Swimming,0,1,0
945,anastasiia tatareva,ROC,Rhythmic Gymnastics,0,1,0
946,joshua beltz,AUS,Hockey,0,1,0
947,emily jade campbell,GBR,Weightlifting,0,1,0
948,eddie ockenden,AUS,Hockey,0,1,0
949,anne-cecile ciofani,FRA,Rugby Sevens,0,1,0
950,joe kovacs,USA,Athletics,0,1,0
951,tomoru honda,JPN,Swimming,0,1,0
952,andrew albicy,FRA,Basketball,0,1,0
953,hanna prakatsen,ROC,Rowing,0,1,0
954,shiwen liu,CHN,Table Tennis,0,1,0
955,beatriz ortiz munoz,ESP,Water Polo,0,1,0
956,jakub vadlejch,CZE,Athletics,0,1,0
957,brendon rodney,CAN,Athletics,0,1,0
958,evelyn mawuli,JPN,Basketball,0,1,0
959,laura tarantola,FRA,Rowing,0,1,0
960,yufei zhang,CHN,Swimming,0,1,0
961,yufei zhang,CHN,Swimming,0,1,0
962,jakub grigar,SVK,Canoe Slalom,0,1,0
963,lea sophie friedrich,GER,Cycling Track,0,1,0
964,rebecca smith,CAN,Swimming,0,1,0
965,liemarvin bonevacia,NED,Athletics,0,1,0
966,ilia karpenkov,ROC,3x3 Basketball,0,1,0
967,valentin golubev,ROC,Volleyball,0,1,0
968,mykayla skinner,USA,Artistic Gymnastics,0,1,0
969,saeid mollaei,MGL,Judo,0,1,0
970,xiaoyan yin,CHN,Karate,0,1,0
971,luca curatoli,ITA,Fencing,0,1,0
972,agnieszka skrzypulec,POL,Sailing,0,1,0
973,andre de grasse,CAN,Athletics,0,1,0
974,iakobi kajaia,GEO,Wrestling,0,1,0
975,santo condorelli,ITA,Swimming,0,1,0
976,ksenia perova,ROC,Archery,0,1,0
977,takeru kitazono,JPN,Artistic Gymnastics,0,1,0
978,malte jakschik,GER,Rowing,0,1,0
979,olena starikova,UKR,Cycling Track,0,1,0
980,nicholas martinez,USA,Baseball/Softball,0,1,0
981,haylie mc cleney,USA,Baseball/Softball,0,1,0
982,teresa portela,ESP,Canoe Sprint,0,1,0
983,anna pulawska,POL,Canoe Sprint,0,1,0
984,olivia schough,SWE,Football,0,1,0
985,marlen reusser,SUI,Cycling Road,0,1,0
986,elena ruiz,ESP,Water Polo,0,1,0
987,amanda ilestedt,SWE,Football,0,1,0
988,caleb shepherd,NZL,Rowing,0,1,0
989,oscar gil,ESP,Football,0,1,0
990,timur safin,ROC,Fencing,0,1,0
991,manfredi rizza,ITA,Canoe Sprint,0,1,0
992,rebeca andrade,BRA,Artistic Gymnastics,0,1,0
993,jay litherland,USA,Swimming,0,1,0
994,nathalie bjorn,SWE,Football,0,1,0
995,jeffrey hoogland,NED,Cycling Track,0,1,0
996,vladislav mylnikov,ROC,Fencing,0,1,0
997,lachlan thomas sharp,AUS,Hockey,0,1,0
998,dimitry volkov,ROC,Volleyball,0,1,0
999,anabel medina ventura,DOM,Athletics,0,1,0
1000,artem volvich,ROC,Volleyball,0,1,0
1001,marta wieliczko,POL,Rowing,0,1,0
1002,himawari akaho,JPN,Basketball,0,1,0
1003,hifumi abe,JPN,Judo,0,1,0
1004,laura muir,GBR,Athletics,0,1,0
1005,mark kolozsvary,USA,Baseball/Softball,0,1,0
1006,sergey kamenskiy,ROC,Shooting,0,1,0
1007,anastasiia maksimova,ROC,Rhythmic Gymnastics,0,1,0
1008,tonci stipanovic,CRO,Sailing,0,1,0
1009,daniel beale,AUS,Hockey,0,1,0
1010,zecira musovic,SWE,Football,0,1,0
1011,fridolina rolfo,SWE,Football,0,1,0
1012,dimitrij ovtcharov,GER,Table Tennis,0,1,0
1013,ana carolina da silva,BRA,Volleyball,0,1,0
1014,svetlana gomboeva,ROC,Archery,0,1,0
1015,fernanda rodrigues,BRA,Volleyball,0,1,0
1016,thomas heurtel,FRA,Basketball,0,1,0
1017,zsombor berecz,HUN,Sailing,0,1,0
1018,dalilah muhammad,USA,Athletics,0,1,0
1019,azizulhasni awang,MAS,Cycling Track,0,1,0
1020,emma weyant,USA,Swimming,0,1,0
1021,angelina shkatova,ROC,Rhythmic Gymnastics,0,1,0
1022,miku tashiro,JPN,Judo,0,1,0
1023,katarzyna zillmann,POL,Rowing,0,1,0
1024,richard schmidt,GER,Rowing,0,1,0
1025,scott kazmir,USA,Baseball/Softball,0,1,0
1026,richard torrez jr,USA,Boxing,0,1,0
1027,jacob schopf,GER,Canoe Sprint,0,1,0
1028,akzhol makhmudov,KGZ,Wrestling,0,1,0
1029,marcus cooper,ESP,Canoe Sprint,0,1,0
1030,jonna andersson,SWE,Football,0,1,0
1031,ravi kumar dahiya,IND,Wrestling,0,1,0
1032,anastasiia chetverikova,UKR,Canoe Sprint,0,1,0
1033,tim mikkelson,NZL,Rugby Sevens,0,1,0
1034,hanna glas,SWE,Football,0,1,0
1035,qian li,CHN,Boxing,0,1,0
1036,english gardner,USA,Athletics,0,1,0
1037,daniele garozzo,ITA,Fencing,0,1,0
1038,kristof rasovszky,HUN,Marathon Swimming,0,1,0
1039,pat mccormack,GBR,Boxing,0,1,0
1040,martin malyutin,ROC,Swimming,0,1,0
1041,nesthy petecio,PHI,Boxing,0,1,0
1042,chizuru arai,JPN,Judo,0,1,0
1043,roberta ratzke,BRA,Volleyball,0,1,0
1044,cosmin pascari,ROU,Rowing,0,1,0
1045,kyle chalmers,AUS,Swimming,0,1,0
1046,bryan gil,ESP,Football,0,1,0
1047,vasilisa stepanova,ROC,Rowing,0,1,0
1048,luis javier mosquera lozano,COL,Weightlifting,0,1,0
1049,ariarne titmus,AUS,Swimming,0,1,0
1050,valentina isabel costa biondi,ARG,Hockey,0,1,0
1051,dina averina,ROC,Rhythmic Gymnastics,0,1,0
1052,oleksandr khyzhniak,UKR,Boxing,0,1,0
1053,zheng wang,CHN,Athletics,0,1,0
1054,mikkel hansen,DEN,Handball,0,1,0
1055,camille grassineau,FRA,Rugby Sevens,0,1,0
1056,ahmed elgendy,EGY,Modern Pentathlon,0,1,0
1057,inna deriglazova,ROC,Fencing,0,1,0
1058,keydomar giovanni vallenilla sanchez,VEN,Weightlifting,0,1,0
1059,manuel frigo,ITA,Swimming,0,1,0
1060,martin zubimendi,ESP,Football,0,1,0
1061,ysaora thibus,FRA,Fencing,0,1,0
1062,marius cozmiuc,ROU,Rowing,0,1,0
1063,anastasiia iliankova,ROC,Artistic Gymnastics,0,1,0
1064,chloe jacquet,FRA,Rugby Sevens,0,1,0
1065,mallory franklin,GBR,Canoe Slalom,0,1,0
1066,andrew capobianco,USA,Diving,0,1,0
1067,terrence agard,NED,Athletics,0,1,0
1068,polina gorshkova,ROC,Handball,0,1,0
1069,guerschon yabusele,FRA,Basketball,0,1,0
1070,hannah roberts,USA,Cycling BMX Freestyle,0,1,0
1071,maica garcia godoy,ESP,Water Polo,0,1,0
1072,hellen onsando obiri,KEN,Athletics,0,1,0
1073,nando de colo,FRA,Basketball,0,1,0
1074,kayle browning,USA,Shooting,0,1,0
1075,amandine buchard,FRA,Judo,0,1,0
1076,leuris pupo,CUB,Shooting,0,1,0
1077,kerri gowler,NZL,Rowing,0,1,0
1078,sera song,KOR,Fencing,0,1,0
1079,konstantinos mourikis,GRE,Water Polo,0,1,0
1080,caroline drouin,FRA,Rugby Sevens,0,1,0
1081,haji aliyev,AZE,Wrestling,0,1,0
1082,viktorija golubic,SUI,Tennis,0,1,0
1083,penny oleksiak,CAN,Swimming,0,1,0
1084,maxim mikhaylov,ROC,Volleyball,0,1,0
1085,alexander zuev,ROC,3x3 Basketball,0,1,0
1086,anna anvegard,SWE,Football,0,1,0
1087,emma dyke,NZL,Rowing,0,1,0
1088,henrik toft hansen,DEN,Handball,0,1,0
1089,morgan pearson,USA,Triathlon,0,1,0
1090,eddy alvarez,USA,Baseball/Softball,0,1,0
1091,valentina raposo ruiz de los llanos,ARG,Hockey,0,1,0
1092,joshua simmonds,AUS,Hockey,0,1,0
1093,kevin moller,DEN,Handball,0,1,0
1094,agnieszka kobus,POL,Rowing,0,1,0
